weight_before,weight_after
71.46788757588237,73.96597940270152
68.13836154193706,64.82968652134487
72.25952568943298,62.79235901173325
76.84940065085175,76.78241947200239
67.63556469165044,72.07876870197644
67.6356507786761,66.70124773433594
77.14399745764621,78.14309455190836
72.88741795561623,71.00087991157486
66.40165285101604,76.29293178071521
71.70828169510413,70.76127906921904
66.43341127887784,80.67858817875448
66.42128792818076,79.15903585089448
70.13208946197557,69.18662037717067
58.83101929185048,75.2593903233315
59.818702497354266,73.636407746409
65.9149847209492,77.23496457723908
63.55254768691732,65.62436625173062
70.51111805889397,73.83878866711932
64.10210615137856,75.69152991747116
61.45790282215216,61.67473620278077
76.54852142670816,64.53804063674846
67.67949009821504,60.27914537801898
69.21743989701446,69.08490783403478
61.3926498421369,73.9954710586283
66.00886903000136,77.90031550798969
69.44497948313102,70.79399943178903
62.82808925095314,78.52851438975887
70.83333632734401,63.558648954854725
65.7138894128048,61.95016507975331
67.33385023892146,70.14896353523527
65.70828973440324,72.33625787306663
78.57582281970541,70.26266834624734
68.7925809511588,60.1387869661358
63.31721924353558,69.98192442164421
73.17638963278078,63.93495560917711
62.46182857944205,73.75729542735876
69.95853569086091,72.24934984025838
58.58777275401317,65.74897100288781
61.89897591976381,67.86859718052511
69.89560100867189,65.15522624026858
72.73552271233702,70.11348127687553
69.76192803799492,75.17764970536928
68.25694922444193,65.5208630279096
67.28450894348148,72.933223429866
61.11068550193664,67.78704528030316
65.08883217733293,66.48040380882438
66.4479826278643,69.89281165810682
74.40640187835677,65.27449489528705
70.66512543542775,67.6706599885437
59.618807106311465,64.46530194117997
70.56269671970482,80.20082696937523
66.84416505049775,70.60079473230823
65.3138958914237,66.94385813443391
72.0706945241206,71.4899976178983
74.2694268021951,69.86645301341937
73.74654551786888,69.32590719946165
64.4628950973265,73.48112618773267
67.24199086770238,74.19431909632495
70.6003424154138,67.78583360106612
73.9786502382394,67.56035849530888
66.35079142532804,69.05682183092539
67.88984632872989,58.97213684870043
63.06225779909007,62.88651090041323
62.59101346526078,77.2262211839217
73.12385427539536,78.60987456859021
75.97483385205186,69.18626268325932
68.48576705523035,73.29399901657004
74.12540484195218,71.97396552143105
70.75960189987393,85.74430630470742
65.48065179361441,75.99578373269291
70.75834125376912,69.78888727942264
76.92808872521503,65.67105144887347
68.67549923244995,62.43247054645109
77.06760368999579,71.4376739133301
55.12665243333272,66.66211937953945
73.1730211511566,63.34892051240419
69.31978756553063,67.20831890759708
67.29550118364111,65.04410107111259
69.3445040175441,78.81971083102027
58.44148471949844,74.81193784742248
67.71149874465492,70.38567313907446
70.7358830536487,77.78880010315905
76.61272984884731,70.81028685996411
66.14579063545645,66.14002317885964
64.6239967723959,78.00364180020703
66.23237789628135,73.10668684453293
73.66328880462589,65.26452483364103
70.5871689910294,69.47831128787237
66.08554259778224,66.06870413152065
71.55468513048315,63.54522370418641
69.37238265402273,75.0335355353886
73.94246919262896,79.92563967582586
65.18212034887367,63.46677083359801
67.1452490150988,73.22639331121546
66.80732470423955,67.18807019861949
61.189375318080586,68.00164962732953
70.41606837191532,67.47788621473735
70.23220410711232,66.12655665343962
68.89016654285462,70.66676026279623
67.63329026688196,66.29095035769711
61.44182071441936,71.77099839575394
66.65768931330145,70.17538138691204
67.06632152201446,69.23645547071227
64.65659227962745,65.90975981463936
68.01764817745078,67.55561639829992
70.98200517302931,74.1837885333136
78.75361881383085,72.91765346519074
69.77875730060688,65.5615168346153
70.21382617006498,70.9195686869985
68.4729949050863,74.1638661295621
58.80222724452788,62.119218362591184
68.72432780472127,73.12882855046598
69.17917267181123,67.12845781261247
81.77942806111153,73.26435353438794
67.8547042797851,66.62774659314103
70.4445253297572,61.44515371790789
68.68134193304455,62.3275068553972
62.735360324113,70.66458755594381
74.85577514130269,71.71758978787024
72.80613440715194,65.92591544042627
73.01115058115084,73.60265650146191
64.09495723670996,62.15845125322092
76.21894244204552,70.09656109398988
61.51271150412104,64.3999323201143
71.94055442962616,67.18213174930257
80.3490650257809,70.66117299433748
63.66945102523278,66.14435602185642
65.89395713108689,68.5119856587956
69.38587852377255,75.43214885966083
66.22336631727471,67.55501665697132
60.73240998195553,74.58332543219589
69.22286574103275,64.80448680406474
63.29313685718061,73.06138062760914
71.34664822343878,77.59786278894614
64.04232912276497,58.12767873290568
76.990475351004,66.46039025019715
64.75634499704934,73.29656221464252
67.17461606617611,69.41508908783386
73.12905268072552,72.2719765506672
62.40928495430633,67.42021391146581
70.05604608105506,70.85616831439184
75.71739101779153,69.65076922666118
60.434473865014105,76.23563831222425
69.83148643769447,71.6912113970035
70.22605618859426,72.10508236994984
72.962862555559,68.3760479788116
62.3773707867923,67.99925720733975
61.939505417420655,68.27314860161985
71.60016816979291,72.38793684549893
70.42060085569972,68.33073355764775
70.17681977360272,71.86711522093839
70.67996419415084,80.7514935228588
65.29762669176043,74.75962021967499
70.08118229965984,68.80321156774598
70.40008713362595,76.40197846729886
65.11763376644187,68.39496279768203
78.64659115932483,60.28465645147166
71.3479092404569,65.40960957620308
62.616723138526986,61.1172195385197
72.30600991726531,68.67638636317945
63.752585320439614,70.51698160882086
72.99045258392324,78.76645149435105
74.93848004201038,72.05196749430884
64.56008492598254,69.33520675711256
73.91484178147196,74.55204681036729
71.02778152269563,59.42384169230189
73.17384782249528,71.59764076264005
78.80923732116352,74.26077923045422
67.57665503364794,63.06863809129489
64.91111882505123,76.11608695446799
64.1991619608834,72.10952919849565
64.58563155971632,68.35907681496239
68.4590691820427,73.57374590924809
70.65219324990242,81.72316877262006
70.31418940024774,71.33021618831104
73.20071087308487,71.66036203069615
68.931529758111,68.13979176305932
76.4849977254604,66.19694203941667
67.47561901383911,74.55667519454427
83.126631749411,66.16589763635808
72.14405700535686,70.78141867015262
64.36882606683476,68.04875732893505
63.24810134321161,72.80850416504153
71.39321065361044,72.085476137531
67.69162107511148,75.5876189175753
72.60723415478473,67.887755427531
71.34478778862962,69.0825787991977
68.48147370293196,65.55550408965256
64.42316912267165,68.21476077307783
60.92021319133183,72.30259884854368
66.52204123944782,74.19173634814172
73.35390334440378,65.83710927388488
69.98596011378407,74.75206351627388
62.331290324615445,77.17031445520831
69.77143268740474,72.48238553411971
70.88377569886003,79.76333481179104
64.22882455298603,66.57535438743858
69.66941558987813,64.23256401298346
69.16857292859828,61.57532195901726
62.87015952609738,77.86890647972581
70.73942132645759,73.6811360144583
71.80384224440952,70.14877958105437
74.54236135292189,71.81832434031702
74.38899245869837,64.82547249614503
61.63950884971343,82.59417508307956
63.94584401975402,71.06828073247539
71.56395481452556,70.96963458176705
71.5574039920429,74.03639138567469
71.56401993438561,72.81860147048755
89.06525174226678,71.53927551503277
71.8568332359729,66.49233692788077
74.81772195899362,72.77113086799343
73.86568705092246,79.78935011816255
72.27894096239449,77.119475748804
67.210231518728,78.35223787447107
72.84302884085618,67.88178842434799
64.81102489411667,65.50156419601308
67.62158947827498,69.79948843061804
66.31833761750585,70.70260018964258
69.29266317859981,75.86948871176916
81.00032637547528,62.00448661978318
59.07230041375016,78.03561555537564
72.46177715099371,69.63917301663604
60.40703639880441,68.30139509023876
66.3887669915046,65.38961770510178
74.57329476791391,62.19160493884521
69.20040795140756,74.52102459416135
63.21217123556346,70.79013439910997
65.11264040259891,64.00714312326019
72.42684246608044,63.98167915975503
65.03365757705878,68.75464490025136
69.99836024239642,78.72955426103432
69.10231112740348,69.13374475047308
65.44667063571985,62.94645624304677
80.10518057492366,69.20264687612652
72.18732487541908,69.06840542416761
58.24446619315359,57.0069869018175
69.84103204730567,70.15519700023036
65.39325946553888,69.27632670681578
73.3331103542707,73.88931437571644
64.70775090248894,79.62481835248838
68.26173048602084,76.03056305138482
71.51126792700329,69.08748585792182
73.40296387026608,64.91982355410764
62.569568581896455,83.22908755435007
67.10938807283586,70.71998220000222
66.37296591234944,70.49464616405429
65.4376051824397,70.30530667733436
78.12055921072418,71.41091133103095
70.98688613094825,69.70707605919326
62.251876202461375,67.5710868320914
73.67618698379235,67.70444543157632
79.99093519509687,70.26237716954684
74.27711243779672,67.7215321380735
60.896498079901015,66.87857823398134
66.32426004883992,70.95488438502058
75.50643555044994,69.15670236467697
65.15267075762182,77.9084551067072
71.19053271078988,57.23544602028019
72.92516779964211,75.85613115872651
64.00296997208807,76.62523538310157
68.5512312478307,60.10919204543372
51.867684429396974,68.72029956102841
63.49195076858498,68.57723771411968
67.53900633139803,63.42226937795488
62.32057044300458,66.55531562652497
77.42294511485943,64.89967310203646
61.3643705009876,79.14375908671335
66.5559692928477,75.08080697374841
69.54889561625463,76.75196083203325
76.4207079643237,74.016018911303
61.33437347787468,64.80774617041222
74.96243337668209,67.81559146416552
68.91701132151579,72.8602231506404
63.716787869005145,64.34464653111375
71.2864055819898,73.97286326332586
69.90712868929158,69.229602462115
65.71610119897906,68.56042082167859
69.22936304749938,73.96272089987654
66.84295213670184,72.63577221777217
69.4585851512759,68.6293545638995
72.33525340724864,76.19358411797921
77.17967441189538,65.04651257565337
62.37283624869845,73.48992738047997
80.04796995887787,73.37631512281918
58.62753086892097,68.88519331028613
68.06746490776845,72.04801519989962
71.94821056844924,64.20042790292209
70.3367421642572,75.0228355860099
65.5982128776332,69.50536078993218
67.77205956907312,67.82453365685356
66.27829078109211,75.644684305133
65.77300457347934,66.92088037639189
73.31826468538426,63.417544636865706
70.73537398306036,62.68033566039017
65.23006452160128,73.44054230090033
73.58042933643101,64.05456731751345
70.47468702750405,79.15631594287484
73.12561765454718,60.06670539493336
72.16482920297635,78.86605626751435
64.51649710635984,71.47525798603169
65.92603015102014,69.94414510531509
72.78180744809755,67.71409717342024
72.06384635642728,72.4112419386865
68.75375594860755,70.23808961335457
69.47856318489157,75.91481730736945
75.5628231003539,70.99368043746269
65.76143404178322,71.17316711355005
71.732073342697,68.61618916535438
67.80315156995391,70.14200816306708
67.72193695116678,71.9568080855189
74.62481899159299,61.91640158267375
73.19144608674381,63.71744712868387
73.12901292761988,74.12345001328184
75.7086660677627,71.2754816456747
68.97348818970126,69.50993227794392
72.4391921357624,70.517058997099
67.23646219486655,72.15473307986359
70.56312869759832,67.73976779014014
68.18094551070364,66.55288739537025
69.37195486433441,71.39976867504801
71.98407533696113,65.55744920172197
64.57299257372752,72.45660176955185
79.83484108212588,61.95413968228184
63.5882757036544,75.54590281520247
62.49672443994359,72.77674882855113
74.93593847608032,71.69921643101922
73.0144579190247,75.31471802523895
72.13594248782822,78.71190576747466
72.1581000148105,75.47233722975758
68.79913772816111,61.26607494375786
64.15857737450038,64.05880836116046
69.26083717180732,67.3165574163123
65.31263895948175,70.5551569681419
73.97641967528905,73.00095242102608
68.09225479660162,66.81440410914256
64.53483798569135,71.35459866312218
67.17815898326064,66.66693473084192
71.02857081671205,67.38273539424917
65.90744965053399,63.42650152595387
64.55201997811713,65.83179583044169
70.14113422932535,63.700036948125145
70.14784258473944,65.56988558155778
66.20518427941892,75.66773365173871
66.39345239749439,65.70160872741445
70.08011387983314,83.52275269883431
61.2702861051659,72.87984322919706
61.4832811049984,71.3449927637716
65.0961730463131,66.15458358142394
67.74413831037299,73.90973140437968
70.49360590380985,67.5612561468296
76.59942268283662,71.03240058874837
73.36051453341,83.16303649998731
68.02471215973499,69.94739516103981
68.76364201944085,76.14354813638774
63.60656521075817,66.926688103139
68.76627989008237,70.25125583550935
67.34976492169764,79.2359560210032
70.55553716181534,67.30586765791108
64.52574703947886,79.4431751754166
71.58656095043295,73.94675933935486
76.90031034154076,67.62678868147162
68.29306733380261,73.57188444085527
70.96973985933057,75.2642837190089
72.482141964281,73.51915522339173
66.75954402393435,62.61269104663448
70.03838875477744,66.80747143595772
68.92938258090176,69.19381252385077
69.37552116231936,70.05499762237959
64.81005710009948,73.5134937800192
68.99187373599129,71.3094919747414
71.4746209881011,63.78133781392661
76.47246323720711,72.31701464728447
73.89331551761926,73.46330915448817
80.15362219870575,73.2105772541
64.83974710295988,75.80276333843557
73.43738993898143,74.57451901211377
69.8247125739812,72.70999056584093
80.34564261520313,70.07623164296892
64.62502092498485,62.16123319721306
64.46025068775721,72.56290559005774
65.72042307940549,71.4586906721047
57.72665154829269,71.77658096130791
66.10654387418637,64.07288101450321
64.88282215169399,65.04654634531177
69.65194772962644,75.66530091545216
70.6553603446429,70.22853441109652
78.70110457587032,73.8161463567761
73.84692610654835,70.56623902380036
65.83834468203915,70.5733926125488
64.15249331200343,75.09377020006596
71.44274496569282,67.85776148684391
61.94067685292388,70.9035897334283
78.46665565668522,68.12529122559864
75.0477789384452,68.26350588940298
66.40321926962203,68.88705571802603
59.88048855521423,71.530567136496
75.96241899461808,68.04332819041062
68.26276134338192,76.6733530912788
75.35387601505695,65.97422415702147
60.50293111599261,69.49556150821844
65.7205154833913,68.23745999901897
68.8908494758085,77.62477656964623
69.10969796490086,71.4032988974238
66.50342399859633,75.55928144243711
72.12928381436235,63.0339383350753
63.2652585204012,71.75404906373197
68.11678346842425,74.85169724436282
69.49412727256777,70.83474482407189
71.56082740179674,75.7266364751769
