student_code,ielts
3071783,3.988457
2762761,4.354032228411965
6624559,4.3983366473985175
2613024,4.428464864985472
2498083,4.571364768139182
6636295,4.73512809888527
4009439,4.822725918503236
5727745,4.906901997945057
4011146,4.947394625203524
1807017,4.9556339389930955
789556,4.961373196745124
7388538,4.988592499394123
2353722,4.989661245999452
1749729,5.002187320415461
1216271,5.0384415554042326
3199555,5.065360652190387
5783797,5.072676715645531
1781641,5.1048233546974
616409,5.1101215044136055
766165,5.151117808072889
2888363,5.154520691911304
4576321,5.214713139182416
3810388,5.239956291356244
3335192,5.255085762732984
2035090,5.25923540938212
9233790,5.291869382093495
4037270,5.303238903032678
6839013,5.306100880619905
7189975,5.3126485383852415
8905586,5.3231829582222465
1133316,5.345432554730486
4919075,5.353040876237677
4842297,5.359470275023469
3968452,5.385825342365543
8174037,5.400131259343045
1412743,5.405180146703625
7520105,5.406180648724593
204195,5.417777262871856
7108443,5.454248416533562
5376728,5.460004665979186
4201036,5.475972782483931
9827094,5.490199229770428
2265251,5.494231387141612
9966460,5.494563150456204
7403693,5.505856414823589
3314850,5.529550788826963
8083439,5.5296127878463155
8974883,5.5440928427864895
8787479,5.558981588238696
8368541,5.570774584121378
9646263,5.576294466667833
3049281,5.581498271093615
7456061,5.583905151668558
1394929,5.590546416927428
2604594,5.593505755440799
1343294,5.597213230519543
3667675,5.598129485953891
7811634,5.598175723524452
9385424,5.603591339128733
2514802,5.606759525103092
543031,5.621973664388208
9579276,5.624577184591783
6544345,5.62692386956809
2890373,5.655372457176951
4016643,5.674669532394687
7161183,5.682127541340791
3387058,5.682343102277095
5610493,5.697553250474876
390998,5.70661421409617
4955920,5.711552367214253
1928022,5.720749204645976
6467712,5.739608246605385
1509854,5.749035527963043
8097043,5.752248972253028
281360,5.754221584241263
2544026,5.7552675912500675
2615419,5.761866630229955
5632410,5.762701050285113
4238286,5.76857371490194
9779818,5.777003431245104
8433100,5.7782424956413605
6993728,5.784663834538922
3684197,5.787724845108402
411955,5.798068201574395
2227599,5.800401787487302
5033594,5.802014367730546
4935451,5.80674531640512
4482794,5.814507793264997
7423494,5.828576260349516
6799144,5.845639713042459
4798713,5.853381247147997
7967791,5.8661789312505395
3890328,5.866811010780835
5389730,5.870248626086553
4537610,5.87106583985911
3339536,5.88463813592355
2426133,5.888545855069703
8048140,5.888730084941168
5820626,5.912646636080528
6321714,5.913114292212101
6474825,5.91631630769246
5105858,5.922927962900802
7128722,5.926085129615605
8321252,5.931215143485101
9075708,5.934196820145701
3515871,5.935646648025315
1977971,5.955392781628872
8097488,5.957326246974705
6914612,5.967799755078805
5063401,5.97895045728724
2966757,5.979651681981469
9825529,5.9835286479767715
6013318,5.985524924869042
6841286,5.988890456530813
1677969,6.000462348462602
3751387,6.001361142609619
1811672,6.005103709507575
6005950,6.009173006742249
3312883,6.011821550861105
3128631,6.012987585177795
7332212,6.015760251304382
6523959,6.025175791661627
7084297,6.034229317511699
4124733,6.049340032249317
4959221,6.051322624186537
9902630,6.0618346188618535
3901250,6.066432433346196
9440854,6.069077267175551
119675,6.078761595067833
8562605,6.080077097914792
9456169,6.080521343514655
586799,6.083654357502758
6910805,6.089349058250711
2338057,6.0904686130232655
4564344,6.097936759085207
666088,6.103395101528506
6658947,6.111344957201102
758003,6.122564130188261
905113,6.12517565468558
9422004,6.126015910451359
5128035,6.129157388334832
4134464,6.130193413721749
2192101,6.136213765413334
6095134,6.1391572901352855
9944689,6.145980830029244
8603967,6.146467439322848
6308714,6.154444527876852
6862126,6.156330977881468
6442057,6.158033098261461
3641483,6.1597059627700546
1612760,6.162867695844279
9951044,6.164351761939528
3657689,6.166726954278954
1963236,6.1690527090014085
7963426,6.17611245846601
550930,6.17630091723338
7502324,6.182110499364367
8046232,6.187303518320625
3598408,6.191184690115381
5503252,6.191524419818102
191006,6.193498845532106
4251785,6.200466430277443
788725,6.205241223334915
9277376,6.205712123210566
306487,6.209598182412148
6489308,6.210350227714402
3737820,6.21052831569613
3384321,6.215813614130328
7118523,6.21975845199863
778841,6.223740040989422
5520712,6.226424267487101
3552501,6.228947034790088
8533840,6.2340123166611665
2545840,6.251495922922243
5551973,6.26164884082728
1479904,6.262999666021065
7453172,6.266029895794405
1537188,6.266948746369047
1756321,6.268401509827327
638645,6.273396055335889
5454552,6.2766050424943405
4625121,6.278815202567245
5932801,6.281061052946082
7011855,6.287637618086519
6650091,6.30007002654446
7890574,6.302832499149348
3466823,6.303063792656785
7470683,6.316859936973296
2267354,6.317667828728419
9585961,6.325828076757347
6539522,6.327268768959422
5147999,6.327496250200709
4485010,6.328420395335455
4918750,6.332347169160534
5091536,6.33374927069759
9312863,6.355382196517427
3571750,6.373439357100892
4575156,6.375637917165651
2865331,6.376668338316384
8170297,6.377075338699514
9076766,6.37787062669339
2730723,6.377887630352272
965139,6.384623580804703
7643159,6.38541723205453
5484935,6.387546375860642
3001717,6.399569893109838
6385939,6.3995812653670265
6916525,6.3996975714759055
2311738,6.400617192693799
5792796,6.4026977081533705
8778376,6.40980338146996
6922567,6.41228619859229
2739929,6.413672759635854
3233211,6.415705277210588
7540449,6.42200764365939
1826199,6.428559557340206
5171915,6.430431291843433
543945,6.430948819229243
7482003,6.431873133129368
6410114,6.435409520624383
121253,6.444342930688964
3703110,6.444577908154326
2376787,6.445057855548445
7790840,6.448922391660581
6601553,6.450113787390907
9438770,6.451847921069508
1374634,6.45614435871125
2855063,6.460393033332502
1328807,6.462951173262373
8611383,6.464108337007437
5263515,6.467073641175203
7701748,6.470419396953745
4563158,6.472077656757978
8903208,6.480526286162647
6281422,6.485731556092037
2369070,6.486195511211585
4513359,6.487895478516464
7740167,6.488985290836521
2931569,6.493867444690886
7422153,6.495330972135488
9937371,6.497947868385772
2619507,6.500855493609628
1356715,6.50171767552177
8568865,6.50322667660154
1626534,6.503514920094604
924143,6.506839812456117
7446562,6.509070682888341
3902986,6.511752020121237
471616,6.5129850178080115
2060155,6.521954027617221
9263766,6.5253798669897645
2810527,6.5275235420447215
1868967,6.531623115497868
9404991,6.538846525503853
8470043,6.544324285704854
379215,6.550013810208221
2943236,6.550341058388869
7479933,6.5555103364837395
8761957,6.55880150541989
6253973,6.562469601777473
6135218,6.569083786204907
2060584,6.577876116773232
6323754,6.584432075405638
5685709,6.584655268942783
9904815,6.585163508261349
678688,6.594556399928314
4326156,6.597817651454517
5855892,6.6053713942302466
8083372,6.6079245220598235
8227747,6.617045263464286
4327995,6.625535246435585
7437694,6.625561223473377
9021334,6.632221716210144
4052255,6.633460109556843
3917242,6.6400590373421595
5090488,6.641640110187765
339968,6.645462995997403
8777571,6.646114943562493
2692536,6.652016750154445
5604381,6.6568435708310805
619165,6.65753859344896
4514084,6.657860925939177
3540866,6.665684861785025
3978363,6.667707591653092
1127557,6.674764367924464
7535697,6.677692897844182
5998885,6.690822018245534
7701723,6.693068391127589
8046155,6.695816992934391
5788238,6.696268655953798
9694731,6.696768604702693
6803560,6.700851856118028
1885559,6.70573945853088
8797057,6.710191562546096
633634,6.7125160318111625
4032747,6.715924110008684
8678845,6.715993476558918
8202873,6.719101449352498
9344655,6.719443933078686
4723636,6.724328868523586
7656855,6.725657852747351
5434233,6.727712515454273
1506368,6.729865628400455
6941300,6.730284155183449
9334082,6.7302999964310475
5885267,6.73338996675413
1324744,6.73836706008135
6070226,6.740599333843652
4962894,6.7430049689239855
2231018,6.74425711017579
8310710,6.744808405360788
3589429,6.746177889905307
6988260,6.750263258467666
6578443,6.755401170586271
394746,6.760299755733294
5810754,6.761122544748975
5532019,6.770608982858132
4452892,6.772560254935976
1802159,6.77707562396071
3857985,6.777805886980343
3902177,6.778692422486682
8612558,6.800592997384855
1253224,6.801892871454769
2750235,6.803755706787511
4840039,6.806004526405949
8399350,6.8097599903616866
9793374,6.814321685506691
2403554,6.816923948301179
4120120,6.818835312974715
3046862,6.822805988028743
2776517,6.830642049129492
4407086,6.832789362661672
7431006,6.834845213386571
9115828,6.844627822696105
8429442,6.845507643411653
6269912,6.845697335953274
8931924,6.847831462102113
3617741,6.851274072916354
6268563,6.852943118165607
3556653,6.862898065766049
5529219,6.870224499794743
575595,6.881820794213682
9954352,6.884383327011878
1988806,6.885943547439986
2248091,6.886733585849082
4061676,6.892455659561983
1860462,6.895736941906673
4158848,6.898779936341667
909178,6.901269078801522
8032310,6.902582240393237
4877402,6.902617914097835
7034106,6.903826752014828
7586327,6.9077410520022795
2662605,6.919901877785503
821037,6.921647028079434
5607683,6.9227221687997265
6517954,6.924611893620907
1121469,6.92466836067998
6856350,6.930632185801058
5879277,6.932937089448952
2992371,6.936047386409498
7070199,6.937866565254022
563001,6.9383519712911195
6111493,6.943191743805964
2922136,6.944398284828378
615693,6.9485223259558575
2736722,6.961148892499004
7918114,6.96127456195888
339017,6.966088716848824
514994,6.968365206035942
1041768,6.968760317442722
5812044,6.969655150898132
8143846,6.973986599385932
1176941,6.974001607071869
565982,6.976481270729983
2638568,6.979864474979666
373146,6.990240237080689
5553174,7.000186539173752
6224152,7.0015458232341
1264795,7.001949219574467
9877938,7.002611395674421
7230030,7.003032742457917
2777747,7.009983076268765
2509381,7.01237966108905
7126492,7.013353919485636
8409411,7.014330165888738
6959216,7.018237761944906
3043295,7.0213625024169115
3383616,7.021371884252103
177175,7.022370317382739
2178808,7.02356591497351
1457453,7.025268117233196
3111786,7.026958333452616
195028,7.0277078681105545
1658242,7.029357605328196
4419453,7.030866442156265
5048008,7.035214047107632
5545315,7.039764100496002
8652442,7.04020532338992
2467555,7.044753505106682
9718395,7.049804854686034
3112359,7.0498835741251344
9814177,7.050461104672191
9905436,7.052059152191774
2514165,7.052367007751224
7304776,7.058907823816268
3308823,7.061768286997547
7557918,7.0632424320496145
5151646,7.065746070155406
3725654,7.066431430551623
385711,7.067827603835031
5378172,7.069422314916511
9611997,7.072286330308704
7012880,7.080898450948986
675919,7.082364491174113
3431106,7.101238764806382
9341354,7.1013275582703095
522381,7.104541895125145
1076433,7.121080327402641
8322462,7.121565512627703
5000164,7.1233145044589925
6436356,7.124662338356436
5779042,7.131694839645862
501067,7.133118767864844
7194176,7.134365255956084
560796,7.1361217850519845
7840616,7.146163256710343
6094376,7.147343816308731
5389283,7.148284515303712
5958338,7.15253380683011
5089904,7.157744141002569
9492609,7.159822377824332
412023,7.16268079218888
6370016,7.162790628211328
7420583,7.165072429750214
7922636,7.172237112882546
3277902,7.172438250219162
855111,7.175687451540571
2420715,7.180116271757385
2334805,7.180312876331498
4404459,7.183555717286025
1999054,7.189680524437722
3557550,7.191344891373163
1650184,7.192579324997669
4274482,7.195719072191814
8253113,7.197911543413131
3373523,7.201701600967848
8577276,7.204721251202144
7061383,7.20681708635103
8060339,7.2069717500455965
2870742,7.20810305524202
2870374,7.217174463885755
7396405,7.2231895252207465
6946539,7.226352248037974
8759522,7.2273395573076495
4209803,7.235814123021639
5736289,7.238995940326325
8851063,7.241936717415177
1134586,7.24277075944793
6140502,7.247173205860226
5647094,7.252723390901506
3200581,7.253208001975646
2761637,7.256204735524466
3772277,7.256535294116586
2184504,7.259427223263859
3121372,7.2676009753732576
4954042,7.268918436725528
2571378,7.268997926854459
3930121,7.270895535033064
5453912,7.27166199210706
1453324,7.273421685692875
6853008,7.275845784746396
6224386,7.276859473134916
3472455,7.278160226797692
4368173,7.281962406993769
6134722,7.28282476764884
9358415,7.285387082068983
7110131,7.285969872931769
4496720,7.287766789711975
4170028,7.29049733417228
8051036,7.2915910261961905
6969989,7.300693530159899
1469277,7.30078720645054
5622567,7.301438299402293
6822090,7.3049198374253805
849971,7.305151814392062
8322502,7.309939782086912
7849972,7.314327714882002
4560276,7.318720006733446
7556688,7.3202662089310895
4175837,7.326793606634355
9830665,7.328001574622279
2333706,7.33681556094654
6194645,7.341335050560484
8974365,7.343820213265715
2154376,7.34607720692664
1285111,7.346975373198851
5061828,7.354500711906196
7832752,7.354645953327282
2492919,7.355131723162097
1600948,7.384449265107445
6427090,7.384877561039897
4207834,7.402091248661042
2508630,7.411127274306808
5937196,7.412834412149021
8195213,7.413176758840997
2802994,7.413408804061049
6019626,7.418374970185482
5657805,7.420333111555047
5002444,7.421744913909506
292512,7.428404684135839
3814379,7.430859937879884
5945447,7.43548653881409
1649420,7.436725583250075
3445647,7.439541979663764
8412934,7.44256141807892
4000379,7.44346914569178
3904409,7.451458533932148
6822055,7.451958843459976
9135949,7.4525887999619425
1620982,7.453164288765361
6381646,7.453176271753725
4098422,7.45732414204708
6526288,7.459828065598695
9690446,7.46741457440361
2264563,7.4762006785906285
5281377,7.4797225050954
5381091,7.480494555864322
4508285,7.484100509532871
